SECCION;SKU;NOMBRE;PRECIO;COSTO;STOCK_INICIAL;ES_RECETA;UNIDAD_MEDIDA;PRECIO_POR_KG;CATEGORIA;PROVEEDOR;PROVEEDOR_TELEFONO;DESCRIPCION;IMAGEN_URL
PRODUCTO;LYK-145-MENU;Menú;16000;0;0;NO;unidad;;Sandwich;;;🛵 A Domicilio | 🏪 En Sitio | 📦 Recoger - PRINCIPAL VILLAS DE SAN PABLO Barranquilla (Atlantico) - Seleccionar... Seleccionar... 0 Indicaciones - 🛵 A Domicilio | 🏪 En Sitio | 📦 Recoger - Para iniciar el proceso verificaremos tu número de teléfono móvil mediante un código de seguridad. - Actualizar tipo de cliente;https://app.sivipos.co/img/productos/20/1252.jpeg?v=5
PRODUCTO;LYK-146-MIXTO;Mixto;25000;0;0;NO;unidad;;Sandwich;;;;https://app.sivipos.co/img/productos/default.jpg
PRODUCTO;LYK-147-POLLO;Pollo;22000;0;0;NO;unidad;;Sandwich;;;;https://app.sivipos.co/img/productos/default.jpg
PRODUCTO;LYK-148-CARNE;Carne;28000;0;0;NO;unidad;;Shawarma;;;;https://app.sivipos.co/img/productos/20/1295.jpeg?v=5
PRODUCTO;LYK-149-MENU;Menú;28000;0;0;NO;unidad;;Shawarma;;;🛵 A Domicilio | 🏪 En Sitio | 📦 Recoger - PRINCIPAL VILLAS DE SAN PABLO Barranquilla (Atlantico) - Seleccionar... Seleccionar... 0 Indicaciones - 🛵 A Domicilio | 🏪 En Sitio | 📦 Recoger - Para iniciar el proceso verificaremos tu número de teléfono móvil mediante un código de seguridad. - Actualizar tipo de cliente;https://app.sivipos.co/img/productos/20/1252.jpeg?v=5
PRODUCTO;LYK-150-MIXTO;Mixto;30000;0;0;NO;unidad;;Shawarma;;;;https://app.sivipos.co/img/productos/20/1297.jpeg?v=5
PRODUCTO;LYK-151-POLLO;Pollo;28000;0;0;NO;unidad;;Shawarma;;;;https://app.sivipos.co/img/productos/20/1296.jpeg?v=5
PRODUCTO;LYK-152-MENU;Menú;8000;0;0;NO;unidad;;Soda;;;🛵 A Domicilio | 🏪 En Sitio | 📦 Recoger - PRINCIPAL VILLAS DE SAN PABLO Barranquilla (Atlantico) - Seleccionar... Seleccionar... 0 Indicaciones - 🛵 A Domicilio | 🏪 En Sitio | 📦 Recoger - Para iniciar el proceso verificaremos tu número de teléfono móvil mediante un código de seguridad. - Actualizar tipo de cliente;https://app.sivipos.co/img/productos/20/1252.jpeg?v=5
PRODUCTO;LYK-153-SODA-CON-TODO;Soda Con Todo;14000;0;0;NO;unidad;;Soda;;;;https://app.sivipos.co/img/productos/20/1320.jpeg?v=5
PRODUCTO;LYK-154-SODAS-CLASICA-DOLCE;Sodas Clasica Dolce;8000;0;0;NO;unidad;;Soda;;;;https://app.sivipos.co/img/productos/20/1318.jpeg?v=5
PRODUCTO;LYK-155-SODAS-ESPECIAL-DOLCE;Sodas Especial Dolce;12000;0;0;NO;unidad;;Soda;;;;https://app.sivipos.co/img/productos/20/1319.jpeg?v=5
